split,group,image,file_name,width_px,height_px,objects,is_background
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005454.jpg,g01_005454.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005455.jpg,g01_005455.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005456.jpg,g01_005456.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005457.jpg,g01_005457.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005458.jpg,g01_005458.jpg,250,250,8,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005459.jpg,g01_005459.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005460.jpg,g01_005460.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005462.jpg,g01_005462.jpg,250,250,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005464.jpg,g01_005464.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005466.jpg,g01_005466.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005467.jpg,g01_005467.jpg,250,250,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005468.jpg,g01_005468.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005469.jpg,g01_005469.jpg,250,250,8,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005470.jpg,g01_005470.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005471.jpg,g01_005471.jpg,250,250,7,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005472.jpg,g01_005472.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005473.jpg,g01_005473.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005474.jpg,g01_005474.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005475.jpg,g01_005475.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005476.jpg,g01_005476.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005477.jpg,g01_005477.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005478.jpg,g01_005478.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005479.jpg,g01_005479.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005480.jpg,g01_005480.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005481.jpg,g01_005481.jpg,250,250,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005482.jpg,g01_005482.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005483.jpg,g01_005483.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005484.jpg,g01_005484.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005485.jpg,g01_005485.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005486.jpg,g01_005486.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005487.jpg,g01_005487.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005488.jpg,g01_005488.jpg,250,250,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005489.jpg,g01_005489.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005490.jpg,g01_005490.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005491.jpg,g01_005491.jpg,250,250,8,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005493.jpg,g01_005493.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005494.jpg,g01_005494.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005495.jpg,g01_005495.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005496.jpg,g01_005496.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005497.jpg,g01_005497.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005498.jpg,g01_005498.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005499.jpg,g01_005499.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005500.jpg,g01_005500.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005501.jpg,g01_005501.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005502.jpg,g01_005502.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005504.jpg,g01_005504.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005505.jpg,g01_005505.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005506.jpg,g01_005506.jpg,284,178,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005507.jpg,g01_005507.jpg,620,414,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005509.jpg,g01_005509.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005510.jpg,g01_005510.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005511.jpg,g01_005511.jpg,615,410,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005513.jpg,g01_005513.jpg,1000,648,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005514.jpg,g01_005514.jpg,800,442,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005516.jpg,g01_005516.jpg,1280,720,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005517.jpg,g01_005517.jpg,2000,1333,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005518.jpg,g01_005518.jpg,480,308,19,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005519.jpg,g01_005519.jpg,829,534,50,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005520.jpg,g01_005520.jpg,427,240,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005521.jpg,g01_005521.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005522.jpg,g01_005522.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005523.jpg,g01_005523.jpg,848,480,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005524.jpg,g01_005524.jpg,700,525,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005526.jpg,g01_005526.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005527.jpg,g01_005527.jpg,848,480,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005528.jpg,g01_005528.jpg,980,545,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005531.jpg,g01_005531.jpg,843,435,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005532.jpg,g01_005532.jpg,981,554,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005533.jpg,g01_005533.jpg,1024,576,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005534.jpg,g01_005534.jpg,640,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005535.jpg,g01_005535.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005536.jpg,g01_005536.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005537.jpg,g01_005537.jpg,900,506,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005538.jpg,g01_005538.jpg,640,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005539.jpg,g01_005539.jpg,984,738,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005542.jpg,g01_005542.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005543.jpg,g01_005543.jpg,754,363,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005544.jpg,g01_005544.jpg,380,674,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005545.jpg,g01_005545.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005546.jpg,g01_005546.jpg,640,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005547.jpg,g01_005547.jpg,848,480,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005548.jpg,g01_005548.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005549.jpg,g01_005549.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005550.jpg,g01_005550.jpg,800,446,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005552.jpg,g01_005552.jpg,1000,666,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005554.jpg,g01_005554.jpg,700,394,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005555.jpg,g01_005555.jpg,640,360,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005556.jpg,g01_005556.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005557.jpg,g01_005557.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005558.jpg,g01_005558.jpg,640,352,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005559.jpg,g01_005559.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005561.jpg,g01_005561.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005562.jpg,g01_005562.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005563.jpg,g01_005563.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005564.jpg,g01_005564.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005565.jpg,g01_005565.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005566.jpg,g01_005566.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005567.jpg,g01_005567.jpg,300,225,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005568.jpg,g01_005568.jpg,250,250,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005570.jpg,g01_005570.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005571.jpg,g01_005571.jpg,250,250,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005572.jpg,g01_005572.jpg,630,472,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005573.jpg,g01_005573.jpg,960,470,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005576.jpg,g01_005576.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005579.jpg,g01_005579.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005580.jpg,g01_005580.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005581.jpg,g01_005581.jpg,460,259,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005582.jpg,g01_005582.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005584.jpg,g01_005584.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005585.jpg,g01_005585.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005587.jpg,g01_005587.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005588.jpg,g01_005588.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005589.jpg,g01_005589.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005590.jpg,g01_005590.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005592.jpg,g01_005592.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005593.jpg,g01_005593.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005594.jpg,g01_005594.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005595.jpg,g01_005595.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005596.jpg,g01_005596.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005598.jpg,g01_005598.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005599.jpg,g01_005599.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005600.jpg,g01_005600.jpg,250,250,10,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005601.jpg,g01_005601.jpg,250,250,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005602.jpg,g01_005602.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005603.jpg,g01_005603.jpg,250,250,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005604.jpg,g01_005604.jpg,250,250,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005605.jpg,g01_005605.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005606.jpg,g01_005606.jpg,1306,734,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005608.jpg,g01_005608.jpg,796,443,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005609.jpg,g01_005609.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005610.jpg,g01_005610.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005611.jpg,g01_005611.jpg,640,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005612.jpg,g01_005612.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005613.jpg,g01_005613.jpg,250,250,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005614.jpg,g01_005614.jpg,640,368,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005615.jpg,g01_005615.jpg,1000,500,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005616.jpg,g01_005616.jpg,640,352,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005617.jpg,g01_005617.jpg,800,450,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005620.jpg,g01_005620.jpg,603,600,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005621.jpg,g01_005621.jpg,640,480,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005622.jpg,g01_005622.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005623.jpg,g01_005623.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005624.jpg,g01_005624.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005625.jpg,g01_005625.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005626.jpg,g01_005626.jpg,480,360,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005627.jpg,g01_005627.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005628.jpg,g01_005628.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005629.jpg,g01_005629.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005630.jpg,g01_005630.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005631.jpg,g01_005631.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005632.jpg,g01_005632.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005634.jpg,g01_005634.jpg,1366,768,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005635.jpg,g01_005635.jpg,1170,375,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005637.jpg,g01_005637.jpg,800,600,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005638.jpg,g01_005638.jpg,800,449,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005639.jpg,g01_005639.jpg,1366,768,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005640.jpg,g01_005640.jpg,1366,768,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005641.jpg,g01_005641.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005642.jpg,g01_005642.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005643.jpg,g01_005643.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005644.jpg,g01_005644.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005645.jpg,g01_005645.jpg,480,360,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005646.jpg,g01_005646.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005647.jpg,g01_005647.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005648.jpg,g01_005648.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005649.jpg,g01_005649.jpg,480,360,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005650.jpg,g01_005650.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005651.jpg,g01_005651.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005652.jpg,g01_005652.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005653.jpg,g01_005653.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005654.jpg,g01_005654.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005657.jpg,g01_005657.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005658.jpg,g01_005658.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005659.jpg,g01_005659.jpg,480,360,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005660.jpg,g01_005660.jpg,1280,960,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005661.jpg,g01_005661.jpg,300,168,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005662.jpg,g01_005662.jpg,606,346,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005663.jpg,g01_005663.jpg,657,529,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005665.jpg,g01_005665.jpg,1910,1000,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005666.jpg,g01_005666.jpg,1280,720,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005667.jpg,g01_005667.jpg,1874,918,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005668.jpg,g01_005668.jpg,1280,720,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005669.jpg,g01_005669.jpg,405,226,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005670.jpg,g01_005670.jpg,360,203,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005671.jpg,g01_005671.jpg,1910,1000,6,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005672.jpg,g01_005672.jpg,610,436,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005673.jpg,g01_005673.jpg,620,413,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005674.jpg,g01_005674.jpg,720,480,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005676.jpg,g01_005676.jpg,2000,1333,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005677.jpg,g01_005677.jpg,2400,1598,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005678.jpg,g01_005678.jpg,590,350,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005679.jpg,g01_005679.jpg,660,438,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005680.jpg,g01_005680.jpg,2200,1467,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005681.jpg,g01_005681.jpg,870,290,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005682.jpg,g01_005682.jpg,2048,1368,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005683.jpg,g01_005683.jpg,1600,1200,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005684.jpg,g01_005684.jpg,640,352,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005685.jpg,g01_005685.jpg,640,352,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005687.jpg,g01_005687.jpg,955,369,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005688.jpg,g01_005688.jpg,900,400,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005690.jpg,g01_005690.jpg,1000,669,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005691.jpg,g01_005691.jpg,1100,619,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005692.jpg,g01_005692.jpg,1920,1280,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005693.jpg,g01_005693.jpg,600,338,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005694.jpg,g01_005694.jpg,780,405,22,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005695.jpg,g01_005695.jpg,470,313,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005696.jpg,g01_005696.jpg,390,300,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005697.jpg,g01_005697.jpg,860,460,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005698.jpg,g01_005698.jpg,600,338,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005699.jpg,g01_005699.jpg,495,330,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005700.jpg,g01_005700.jpg,800,533,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005702.jpg,g01_005702.jpg,960,540,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005703.jpg,g01_005703.jpg,1000,541,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005704.jpg,g01_005704.jpg,720,540,6,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005705.jpg,g01_005705.jpg,640,380,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005706.jpg,g01_005706.jpg,3500,2227,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005707.jpg,g01_005707.jpg,532,299,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005708.jpg,g01_005708.jpg,700,450,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005709.jpg,g01_005709.jpg,458,276,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005710.jpg,g01_005710.jpg,1280,720,12,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005711.jpg,g01_005711.jpg,721,336,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005712.jpg,g01_005712.jpg,1680,378,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005713.jpg,g01_005713.jpg,700,450,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005714.jpg,g01_005714.jpg,495,330,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005715.jpg,g01_005715.jpg,1200,675,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005716.jpg,g01_005716.jpg,752,423,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005717.jpg,g01_005717.jpg,1024,682,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005718.jpg,g01_005718.jpg,770,435,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005720.jpg,g01_005720.jpg,648,316,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005721.jpg,g01_005721.jpg,1200,514,12,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005722.jpg,g01_005722.jpg,970,647,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005723.jpg,g01_005723.jpg,600,338,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005724.jpg,g01_005724.jpg,648,316,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005725.jpg,g01_005725.jpg,1022,681,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005726.jpg,g01_005726.jpg,670,450,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005727.jpg,g01_005727.jpg,700,450,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005728.jpg,g01_005728.jpg,700,450,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005730.jpg,g01_005730.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005731.jpg,g01_005731.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005732.jpg,g01_005732.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005733.jpg,g01_005733.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005735.jpg,g01_005735.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005736.jpg,g01_005736.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005737.jpg,g01_005737.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005738.jpg,g01_005738.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005739.jpg,g01_005739.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005740.jpg,g01_005740.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_005741.jpg,g01_005741.jpg,640,640,1,0
