group,source_key,file_name,path,annotations,content_hash,dhash
01,1b8a9ddcaf0d9cc3,img_01_002279.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002279.jpg,5,27d954017c19917d5813560ac65b63fc25044ec2,7090467149848727323
01,eb3229486c7754ec,img_01_002280.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002280.jpg,1,6c09032718ed4e912c9a1f0de20dfee925560182,2242545341339484151
01,b7a2398596a4dff1,img_01_002281.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002281.jpg,1,f85e1fd82501d3dec0c5f4334ae9201caecdf07c,8744041092454818884
01,e5690b33d464f3c3,img_01_002282.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002282.jpg,4,ca65e7cec99bb032a0c7e8bd7a5ede6f5ea701fb,5715005316824223555
01,7f6b391f664acff1,img_01_002283.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002283.jpg,1,92ee68e5431fb233248bcdbdc50f394579d98aa7,1095226895773928743
01,63c3d97850eefbcc,img_01_002284.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002284.jpg,2,fb644426921560f53668b647f46f9c1a59a3b028,2459584505399679251
01,c136df7515767544,img_01_002285.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002285.jpg,2,b0cd7af517691a1768342bb1ecc32e539654043d,8952900144586278342
01,3887b61f44349253,img_01_002286.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002286.jpg,2,cbff75c0dce726526415576ed3b7f5d8ba59be79,4855840603964257649
01,0e38bd7d1627bdea,img_01_002287.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002287.jpg,3,ca03e16778b5f15089eddf5ea677425baa0e961f,9706985968669187343
01,0c9ba9b403d06392,img_01_002288.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002288.jpg,1,db781bbad535cad3839fa9f711175019494c0f11,5605793960235692467
01,39905706ce71c2b0,img_01_002289.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002289.jpg,1,7867a81e8ad128718c36a19aa144de41b8cfabfb,218157715398995751
01,da33d8acf0eb54e6,img_01_002290.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002290.jpg,2,880f20e5f6dbe7f017478293e83945bbc7342762,11904762256381389607
01,9394c1666e2681ab,img_01_002291.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002291.jpg,1,633bf89ba6482e4bc8b071c9ee06745c27bbde09,2037198880191159430
01,67b8a0d09d007661,img_01_002292.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002292.jpg,1,0f7a010d9ea98d7f3a66d1f20023b255e7567113,4356782382857262188
01,0c4ca89b25c17092,img_01_002293.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002293.jpg,1,0eaf6e94196708c8a1bc8592476704106c3ee578,8026531588046833543
01,8fe15a3e04076a99,img_01_002294.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002294.jpg,1,435547d67d5782735cf953b552a217883e34dc48,651148766656099448
01,11630c5411c7d285,img_01_002295.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002295.jpg,2,e9dc131857c5a437125f86761fefc2951b5dc9e2,1012046815325212441
01,a6127e573bac4dc7,img_01_002296.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002296.jpg,2,1216f21d9f800e4c7438ddfdcdff4a76bb30f36a,15119506834661513483
01,2fb17a915ea43e7f,img_01_002297.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002297.jpg,2,d6679fb36680dc948421893afbbaa391f7a30e28,18346978301581428528
01,75d9a2dd3d828385,img_01_002298.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002298.jpg,1,ef306ca9b105a898887d7edde5348cd782fc0a96,379998941012233742
01,d79b91239cf06c72,img_01_002299.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002299.jpg,1,2aa39d0015aa62d6b800e08dfc98799773aa60f4,4684167342666751728
01,8f88153c169be4eb,img_01_002300.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002300.jpg,1,48d4111e8427fe9cae7fa9550943bf775f224c4f,10351285317612819205
01,6a15006a88a4cfe5,img_01_002301.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002301.jpg,4,86f3c957f45262dddefbdaaecb9fd8879c41a9f3,15008576778049243521
01,8a70a69094cbb5d7,img_01_002302.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002302.jpg,2,6e9e0b3a6c907e21daba9528a672ba7700878ad2,13005327166304890157
01,fff895e9a42542e0,img_01_002303.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002303.jpg,1,0d5d9c1f502550e49b29174cecf2b8e17fa6d2a1,3417225505655126936
01,22116435e2afd24a,img_01_002304.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002304.jpg,1,e6e0c0820bdf1d72c5fbc19940f6a8e9040614e4,1524868479425669931
01,c643ff62fcdf304e,img_01_002305.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002305.jpg,1,cf7bd0aa44756ac4a6502cd15d2b29323bc3a067,2812218722608465863
01,730f094018295fe0,img_01_002306.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002306.jpg,1,e8c2c3dc5e1ad03d6cb17742a6daa6af3f794b49,10739716797214965562
01,d56dac20ac8c8d1b,img_01_002307.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002307.jpg,3,3b614c26f384a17397187dfaee5a4726e7108dc3,15263449637924881345
01,c41c285f645503c9,img_01_002308.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002308.jpg,2,292e4efbefa2a62d0faeb25d86daefc2091a1363,1158059628101317913
01,a01bbb74dd23c048,img_01_002309.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002309.jpg,3,8b70b08ded771dff950ac1e772acae379daf446a,9824046400221160193
01,fdf451aac3e5db69,img_01_002310.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002310.jpg,2,5e3e79d984afba866829693e82caa37b5610d46c,18224929613893516368
01,43f95f2193151081,img_01_002311.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002311.jpg,2,23e208c1ceebe8575c3607f57dd4086df6faf13e,8392033763025386058
01,6e7ecf23d2762b09,img_01_002312.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002312.jpg,3,0133da5bfd127820694f2bb2e49acda84b2aaca6,2970574183646956873
01,43b3fa18ecff98c8,img_01_002313.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002313.jpg,6,a39b3584155dfd76d29fe6fad4ce7bb0c6a4a39c,2812233308103905053
01,7abe6919815da2ea,img_01_002314.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002314.jpg,2,47b770bec59a59e582d9d792a038811ed936beee,14691779097453401621
01,328c96332e2874b4,img_01_002315.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002315.jpg,3,72213d0b28965fa619956fac331ef7c61396f7f4,1590499253947437006
01,f984e818114e53ec,img_01_002316.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002316.jpg,1,3fc07f9d0b40e0642b8a012a87ce5a1e7d1bd43a,11932152037903687567
01,75266190037084bd,img_01_002317.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002317.jpg,2,e542e83bd964716f8de3603407d54c3110b45317,16162390728169278400
01,503a426181c60cc0,img_01_002318.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002318.jpg,2,3feb1d8882b530c1679666e36ca5b3a2c574e17c,1599678724615987143
01,0ab38a38c4428bf9,img_01_002319.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002319.jpg,1,206bdcd370e87a381b7e43c0f92301959ae9d6d6,830649270416185368
01,09f8f92bfef34777,img_01_002320.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002320.jpg,3,6436534e95d13c2bbbccb6f5f761c85ce77af213,7017492108435091835
01,ed7edbbc81b7bb00,img_01_002321.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002321.jpg,1,3bbdbabeb086b1b6e4e874790099dfd57c35f2a9,14258244907336684455
01,173160332841ae44,img_01_002322.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002322.jpg,3,d8f748a7ee93b947b113ae7ccb12f623bb1e7c3d,940987400854572574
01,fcd7f9000ca82424,img_01_002323.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002323.jpg,3,0eb8f55a808b6bcf77c08d5399dd1f9943d93343,10128666137869626154
01,ebce304903ac5850,img_01_002324.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002324.jpg,1,c453b6a89a17839cd6e8fa135e6e804d8546e3fe,17792857907228526857
01,0c85b9ad9f84a4c0,img_01_002325.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002325.jpg,1,a940f08e26eb317add7ba98f671c243967674dd9,10923355058395093915
01,29ec5d584f28debc,img_01_002326.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002326.jpg,1,409873d83493fd3d4baeb51d037d578cdfdfdee4,4049862517919371968
01,97f2f4fc8fafd2ae,img_01_002327.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002327.jpg,1,4830691357d8dae08345cd9c4fcec40330eede34,5050282392278222631
01,dde67a113452d675,img_01_002328.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002328.jpg,1,bfe3bd445e5eeae6373da03bce19c14c48f8d61d,9610026042033156
01,90e98725c949e5dd,img_01_002329.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002329.jpg,2,52a27999e9723ffb797b022e515093aa8963fd70,5065506571100429100
01,3d492bb45f547fd4,img_01_002330.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002330.jpg,4,993fc43b334bc101fca5d0cd04b57e34158b0e20,4051579522590852615
01,2dab7f36416c8ff9,img_01_002331.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002331.jpg,1,141b82f7d2f04ff6edd9001bb4b8e7d188c8d08b,2821266736322642699
01,afdc0446489378e3,img_01_002332.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002332.jpg,1,054abee1e5cc7bb99b814149f62c66485ad30690,560565970679531143
01,540a417016a74e1c,img_01_002333.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002333.jpg,1,a2d4d5fcc4fbbb7885c2653d8fb16bd1b88c82b3,12950498117066440222
01,15950ca973c50687,img_01_002334.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002334.jpg,2,6f2d67453e5476108dd55b283290f08166aee6d1,2604298324478499864
01,1f345b7706ba7e34,img_01_002335.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002335.jpg,2,4bf6f0b8c5dc88ca3041e20e68d839ae451a6348,16949886940827491416
01,0ad1ac9b3db33bf4,img_01_002336.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002336.jpg,2,fcbf644cffdcd8728a4ae1457261e0950d6247f6,17181020711142727362
01,a0924fc581f7d12b,img_01_002337.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002337.jpg,1,7997e74f676c60140bcb76217fc675985b4ad510,3473458610822067740
01,30ce9b5659a09c70,img_01_002338.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002338.jpg,1,9dbcd75d6a8e01c30b6ec17621915295a2d54297,11061551688800471324
01,28a11a8b8589faa7,img_01_002339.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002339.jpg,1,458533a7703723bf3f5a5f3da41ddfaff33515cd,11208200976493131184
01,01ae448dd0410452,img_01_002340.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002340.jpg,1,b8456ec6fb1b5e5d13d75f737ff294b76e2f00fb,15837965569681903055
01,daea583ee51d9674,img_01_002341.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002341.jpg,1,e3c7849f99ca0b391adb872d16bf5f47c6b5d812,3906369351149396769
01,89e299af90f8afee,img_01_002342.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002342.jpg,2,8869cc2bfbc01f0e8eca5a30942c4d0ae29fd83e,1081724892850622215
01,4ff257f9bd9d1539,img_01_002343.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002343.jpg,1,6e07937a2d6072f54091eb927138c6c254cd2d19,2165996362879081795
01,fd1a0f8a8d228042,img_01_002344.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002344.jpg,1,862e66e790e4f331c6b54f9dcdec68168069d954,7921635474714408831
01,7fb96a30f0041cb1,img_01_002345.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002345.jpg,2,9f35e428d3fda8c96a42a9323ec871e65fb7e2ec,1017274918502016582
01,ea9d21e9e8b44c3a,img_01_002346.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002346.jpg,2,e6fcbec3e5a58b91f21ee20c1b463aa4b40bb5a1,11357337353459305799
01,2f7794cf7b50114a,img_01_002347.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002347.jpg,1,ba8359a62c1037b22d5198460d5b1de819112286,524567820293908066
01,773b53d364e4e11a,img_01_002348.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002348.jpg,2,4e9a35c20f72f16934b8b58f8023dbbb2972f018,3969709985844993177
01,15edc1637486f545,img_01_002349.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002349.jpg,3,bb5734528cce3a59e71b7c214619b531b81f58d9,6291334165049979771
01,bfb9d89c91d0cb99,img_01_002350.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002350.jpg,1,434a0c45ec430e5f5173a16139cf2dd24d02b79e,12936281411433283077
01,d26f2fdaea722707,img_01_002351.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002351.jpg,1,6696ad77b74c8c20b40e61d7d531d6d616d8b3e9,795733492378174983
01,006d2e5a4c500ca8,img_01_002352.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002352.jpg,1,16e4c50b3d3c7dc6b16dbb225d53454cb31e91de,9511603519120769144
01,be7d6f8bb408013e,img_01_002353.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002353.jpg,1,f74cc30db2c375dadb381b2988b7d15dcea7f38e,17917585140159506203
01,10dc8a303b9ba5f2,img_01_002354.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002354.jpg,1,671b76c3f1909e914cd00df6a3749764ca0edc2e,16489601076959955136
01,ee8f331a426f5fb5,img_01_002355.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002355.jpg,1,75e26bcad676fbd4dad714f02cffc0d3cfaadd89,4266935458362254179
01,76705547c87cee80,img_01_002356.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002356.jpg,1,0b476b3c31825c96695cbc546a4c660606ed0c8d,1953165646576479153
01,d2d221657926e304,img_01_002357.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002357.jpg,1,ae27ba0df59b204d94a00c0519595f969d088792,162432034480001347
01,508371ccfc049b3f,img_01_002358.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002358.jpg,1,0d1e01961298f13bc37f6435bdb29b1d5bf4e1f2,12877681112280315929
01,107ee72cdeac3ab9,img_01_002359.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002359.jpg,1,55d30e925ee7fcbee390a8832ca394d318949a8c,14180710734463716422
01,06b6b889dc471090,img_01_002360.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002360.jpg,1,85097ec7a5d8e0a8924ac62244bedc9aac2d0381,7380868854481524860
01,bcc89cbb30e5603d,img_01_002361.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002361.jpg,5,21efb06150259175c648512870c8af075d58f853,2814515601782015759
01,b82dd59497a019c2,img_01_002362.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002362.jpg,4,c665d27089abf44a8a13de815cdb574e8ba8cd30,7740046654265183553
01,4af7454d1ecffc79,img_01_002363.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002363.jpg,1,a9e54795bbba4b763b03c0d0f889d8bd9e1d23ae,13165876134256686212
01,e189c449f60a0acc,img_01_002364.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002364.jpg,2,fcef9a154d6175e383835c1ff6a6fea9f0d4b6ba,14671495163209101683
01,1f48ad64478f44dd,img_01_002365.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002365.jpg,1,076cb1c1cf5883292c542beb80c78a7f9cba6ea0,1085122325032045052
01,389de4a26de8414e,img_01_002366.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002366.jpg,2,ee1dfedbe4857a1e0c58c6fcb3443c7a6b7621fc,5100015411614407513
01,88f3ed929b47c467,img_01_002367.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002367.jpg,3,63a1330cd726704cbdd4bb99378adb1287edde90,5135048146383094725
01,5cc703d9cdc765db,img_01_002368.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002368.jpg,1,f99dd57cd56d3f0d079c2797a8528d50af1d3d3d,10199823917225972659
01,ea4cdc69add1fd56,img_01_002369.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002369.jpg,3,52b98dc239bf9867033f0000d4f58fe7fc4c395f,1085102661290431046
01,45ab12a4e5ad1125,img_01_002370.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002370.jpg,1,b8997b80cdd964b117d26c00559b261de266b0b5,12672882574629996055
01,1643cc9c8b30b0d5,img_01_002371.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002371.jpg,1,dc0e327238bbbcd1b127268ff5b6f3e346774749,4485090847469397220
01,ef667d320eb56245,img_01_002372.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002372.jpg,4,06579eac619769b57ea293df6d32ddfcc97cc323,956776490659718858
01,428d22ba873214e6,img_01_002373.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002373.jpg,1,a7c76f52ed9c7033a142697cdcc45803fe710baa,18082781923710180314
01,ee214f4a2e8e2064,img_01_002374.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002374.jpg,2,4f7dccbd30bb9b220e42cd64bf6c24487adc3190,3761665738298822427
01,7baa11a99c77c311,img_01_002375.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002375.jpg,2,83960e23b77e28844889e0a169baaaa0ba0fc01a,8135465145400994358
01,540580489c036572,img_01_002376.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002376.jpg,2,1963a416cdff4c6de69d7bdb167e9c88ebbc3f43,4141454871538746888
01,2f11341781c3ad75,img_01_002377.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002377.jpg,1,d3cd07f266a9aff433cbf338f653727271bfd0c7,508641840267726623
01,f8129b548eae5203,img_01_002378.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002378.jpg,1,1cc2e20d36499849f4f17167d81b576ce2df89b4,15842427216509836685
01,8d7f717aa6286c17,img_01_002379.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002379.jpg,2,747d28bdf45b7ca2777fbf34aa3ff6e59d71e364,16281023655828873550
01,14307f1f3702f782,img_01_002380.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002380.jpg,1,7646647715dc2d49d7f075a2b336fdd71e4816ed,8963471740347710783
01,9fc7b9475975d0e6,img_01_002381.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002381.jpg,2,220a66a601305a40462ab56dc37d7d53808c1f37,17397670015269579754
01,eb2b66ef8738f9c5,img_01_002382.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002382.jpg,1,29dbf638d095c8983d0c958dce769a6847e04ce3,1664016849437975451
01,97676f329c555310,img_01_002383.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002383.jpg,2,995537e8a52e112ae8a2daa9e067bb85798c2386,15299871430591099057
01,34f9cc6b720eae05,img_01_002384.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002384.jpg,1,e356d502cac94244e659d966ca2e2cbe96c83329,937335890744901632
01,1ea87742d1250d03,img_01_002385.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002385.jpg,1,81201ce002da497e1fcd22723103efb276fa47ca,15037686598374775820
01,e7d54cf3b6ae1a75,img_01_002386.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002386.jpg,1,2338a6283a60c5d62347a9dc6fab4415849a92ec,8717054868019966711
01,c049e804209bdf54,img_01_002387.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002387.jpg,1,1e67f810a7cce393f4f12d30c56b5f50835c25d7,12746467713054727898
01,6a58e291ef586e99,img_01_002388.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002388.jpg,1,c2e684f9387fd4724411a802fc3385072a5cdca2,2242545357980376863
01,11dae3b51873bf3d,img_01_002389.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002389.jpg,2,9c1ffc8ffcd0c13f717ac396d08b71c9592b3737,1744308224146150149
01,ad7c88a518e00181,img_01_002390.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002390.jpg,3,8785d3403e6505b1052bddef650f4181bde6701e,885885756542495309
01,7750508460d88d4c,img_01_002391.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002391.jpg,1,22986b06565642a008540f0cb69be6430f5f9a1c,10353757739872639307
01,a5cc26563dd71803,img_01_002392.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002392.jpg,6,504225bc3b64327a6b722d7851d298d2ee64c2e5,16208720453534748547
01,75d3735e089dc0e1,img_01_002393.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002393.jpg,3,3d2c8cba8a4322bb971ce411b177230e2d5186ff,2021003587255877389
01,942ec06cd18a46e1,img_01_002394.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002394.jpg,1,335a66356bbe147b77ecb29a0e5229ce7d410b11,3417981546088717155
01,973ba789fc3a1d56,img_01_002395.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002395.jpg,3,fc69fd763ea12caa56c4a78a6e874ada93171218,2748954123043560192
01,0bae27723308ce64,img_01_002396.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002396.jpg,1,1fb8b939527e53ebc9451e34c6dafbbef1268fde,3399401380757578535
01,7ea2273dc088c1d0,img_01_002397.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002397.jpg,6,01406c4f32e6ba7ddc763ab0cc39819ee4b7baf7,12512448047764316720
01,90f0ad4f2aa36261,img_01_002398.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002398.jpg,5,bc91b8163b2d2906ef05a8e252a31936a0a34b43,11183340824462634766
01,b40fdedb571ed23e,img_01_002399.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002399.jpg,4,102e1c42512d05018fd8240b8627908e5dc6cff0,17737083976872922255
01,6b7e6d37c92f095f,img_01_002400.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002400.jpg,2,72c25110b65aacfd7acba13e85734fab5998056a,14322789076620068919
01,96d8c8c1c761d6cd,img_01_002401.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002401.jpg,1,4906abfab2da831c854df04b6ee2c78e314d14ab,940068196537831235
01,f373aff090d4729b,img_01_002402.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002402.jpg,7,2bc27f97876fba0afa90dcf19e868149e5284026,10636264932157074166
01,37a855ee3b814772,img_01_002403.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002403.jpg,4,f519de55b27698eef16a2ac4dae3e4fdef88fa7a,1808557382086767914
01,a0a70805f21a1a62,img_01_002404.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002404.jpg,1,c316e1d96ce0b592e2ff0daf41b0fd5b64c8ccb0,13606727489982490472
01,26a4f9f972047df9,img_01_002405.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002405.jpg,4,00cf907ac21cbc5ade8ccc59662ef4ee7440bcb0,4412185903840429838
01,9bc89e8d5671c7c2,img_01_002406.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002406.jpg,1,6022b791f749a13772e22db96a08157602d3255f,11257939294023255815
01,3e56020da0d10be0,img_01_002407.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002407.jpg,1,7e6da934c04c6f7d78ea3b7e70114b8a9b5d082c,8318767773680917908
